"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Reverse Magellan","reverse-magellan","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","pending","observational","","low","","fairy","fairy(+1?) + same-pickup(2) --> 3 ADDs","pt12 Q4 batch open. Alternate name ""Fairy Same Pickup"" preserved.","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Spinning Butterfly Kick","spinning-butterfly-kick","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","spinning","spinning(+1) + butterfly-kick(3) --> 4 ADDs","","Kick-form variant (no stall terminator); canonical-trick status.",""
"Spyro Mirage","spyro-mirage","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","hedged","observational","","medium","","spyro","spyro(+1?) + mirage(2) --> 3 ADDs","Alt notation: TOE > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL].","Spyro-as-modifier status.",""
"Stepping Opposite Reaper","stepping-opposite-reaper","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","stepping","stepping(+1) + reaper(3) --> 4 ADDs","","Reaper base is UNRESOLVED_COMPOUNDS member (orphan post-clipper-stall-family retirement); compound status pending.",""
"Stepping P.S. Whirling x-body Rake","stepping-ps-whirling-x-body-rake","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","7","False","","hedged","observational","","medium","","stepping","stepping(+1) + paradox(+1) + symposium(+1) + whirl(3) + x-body-rake(?) --> 7 ADDs","Source notation ends in an unusual ""OP X-BODY RAKE [XBD] [DEL] [DEX]"" terminator (a rake-style finish); flagged for curator.","Terminal ""X-BODY RAKE"" component is non-standard — a cross-body rake finish carrying both [DEL] and a trailing [DEX]; canonical decomposition of the rake terminator is unresolved.",""
"Symposium Blizzard","symposium-blizzard","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","5","False","","hedged","observational","","medium","","symposium","stepping(+1) + symposium(+1) + illusion(2) --> 5 ADDs","","Double-[BOD] notation; symposium + blurry/stepping stacking.",""
"Symposium Tomahawk","symposium-tomahawk","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","6","False","","hedged","observational","","medium","","ducking","ducking(+1) + paradox(+1) + symposium(+1) + whirl(3) --> 6 ADDs","","Tomahawk base is an UNRESOLVED_COMPOUNDS member; Symposium Tomahawk inherits the hedge.",""
"Toe Double Drifter","toe-double-drifter","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","dex","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","","Toe-set double-drifter naming convention.",""
"Toe Whirr","toe-whirr","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","dex","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","","Toe-set whirr (double-whirl) variant.",""
"Triple Around The World","triple-around-the-world","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","dex","dex(1) + dex(1) + dex(1) + stall(1) --> 4 ADDs","","Whether Triple ATW is canonical 4-ADD trick or strictly a multiplicity modifier alias.",""
"Triple Spin","triple-spin","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","pending","observational","","medium","","spin","body(1) + body(1) + body(1) --> 3 ADDs","Multiplicity compound (three spins). Like double-spin, may be modifier rather than canonical trick.","Whether triple-spin is a canonical 3-ADD trick or strictly a modifier on body-spin.",""
"Whirr","whirr","4 Pending symbolic resolution","parser limitation / ontology limitation","footbagmoves,passback","2","4","False","","hedged","observational","high","medium","clip-front-whirl-clip","dex","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs (= double-whirl)","","Whether Whirr (double-whirl) is canonical or a multiplicity alias.","FB.org 4-ADD confirms 'Whirr' (source_adds=4; jobs='SET > OP IN [DEX] > SAME IN [DEX] > OP CLIP [XBD] [DEL]'; component_flags='[dex] [dex] [xbd] [del]'); ingested 2026-05-21."
"Wrap","wrap","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","2","False","","hedged","observational","","high","","stall","stall(1) + dex(1) --> 2 ADDs","Specialized wrap-around technique; not in live DB.","Whether Wrap is a canonical trick or an instructional wrap-around mechanic.",""
"Alpine Blurry Whirl","alpine-blurry-whirl","5 Policy-dependent","unresolved doctrine","passback","1","6","False","","hedged","observational","none","","no-notation","","","Structural reading: PassBack technical_name is 'Stepping Whirl (op) (ducking)'. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. This row is a clean live example: move_name uses 'Blurry', technical_name uses 'Stepping' — the blurry-to-stepping shift captured inside one source's own data.","",""
"Blistering Whirl","blistering-whirl","5 Policy-dependent","unresolved doctrine","fborg","1","5","False","","hedged","observational","","high","","blistering","blistering(+?) + whirl(3) --> 5 ADDs","Red 2026-05-15: blistering set = gyro whirling set. Source describes as ""whirling gyro whirl"".","",""
"Blurrage","blurrage","5 Policy-dependent","unresolved doctrine","footbagmoves","1","6","False","","hedged","observational","high","medium","clip-multi-dex-toe","stepping","stepping(+1) + paradox(+1) + barrage(3) --> 5 ADDs","Structural reading: Stepping Paradox Barrage (technical_name 'Blurry Barrage'); not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. NOTE: a duplicate 'Blurrage' row exists in the footbagmoves source (two byte-identical rows); preserved per source-truth rule, flagged for curator de-duplication.","Confirm Stepping Paradox Barrage reading; resolve the duplicate footbagmoves Blurrage row.","FM source has Blurrage at 6 ADD; FB.org at 5. | FB.org 5-ADD confirms 'Blurrage' (source_adds=5; jobs='CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL]'); ingested 2026-05-21."
"Blurrier","blurrier","5 Policy-dependent","unresolved doctrine","footbagmoves","1","5","False","","hedged","observational","high","high","clip-multi-dex-clip","stepping","stepping(+1) + down-double-down(4) --> 5 ADDs","Structural reading: Stepping Down Double Down (stepping-only; no paradox); not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other.","","FB.org 5-ADD confirms 'Blurrier' (source_adds=5; jobs='CLIP > OP IN [DEX] (plant) > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Blurry Chainsaw Massacre","blurry-chainsaw-massacre","5 Policy-dependent","unresolved doctrine","footbagmoves","1","7","False","","hedged","observational","high","","clip-multi-dex-toe","","","Deep folk compound; technical_name 'Blurry Illusioning Paradox Symposium Eggbeater'. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. Decomposition not Red-ruled; the illusioning operator's ADD weight is itself unresolved.","Confirm decomposition; illusioning operator ADD weight is open.",""
"Blurry Drifter","blurry-drifter","5 Policy-dependent","unresolved doctrine","footbagmoves,passback","2","5","False","","hedged","observational","none","high","no-notation","stepping","stepping(+1) + paradox(+1) + drifter(3) --> 5 ADDs","Structural reading: Stepping Paradox Drifter; not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. PassBack records this move with move_name 'Blurry Drifter' but technical_name 'Stepping Drifter (op)' — the two-layer split visible inside one source's own columns.","","FB.org 5-ADD confirms 'Blurry Drifter' (source_adds=5; jobs='CLIP > OP IN [DEX] > OP IN [PDX] [DEX] > SAME CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Blurry Symposium Whirl","blurry-symposium-whirl","5 Policy-dependent","unresolved doctrine","fborg","1","6","False","","hedged","observational","","high","","stepping","stepping(+1) + paradox(+1) + symposium(+1) + whirl(3) --> 6 ADDs","Structural reading: Stepping Paradox Symposium Whirl; not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other.","",""
"Blurry Whirling Swirl","blurry-whirling-swirl","5 Policy-dependent","unresolved doctrine","fborg","1","6","False","","hedged","observational","","high","","stepping","stepping(+1) + paradox(+1) + whirling-swirl(4) --> 6 ADDs","Structural reading: Stepping Paradox Whirling Swirl; not individually Red-ruled. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other.","",""
"Double Fairy","double-fairy","5 Policy-dependent","unresolved doctrine","passback","1","3","False","double-fairy (live DB; symbolic equivalence chain = Double Illusion per pt3)","hedged","observational","none","medium","no-notation","dex","dex(1) + dex(1) + stall(1) --> 3 ADDs","pt3 + nf-2a: Double Fairy = Double Illusion = 3 ADDs (two dexes + toe stall).","","FB.org 3-ADD confirms 'Double Fairy' (source_adds=3; jobs_notation_raw='TOE > SAME OUT [DEX] > SAME OUT [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21."
"Nuclear Whirl","nuclear-whirl","5 Policy-dependent","unresolved doctrine","fborg","1","5","False","","hedged","observational","","medium","","nuclear","nuclear(+2) + whirl(3) --> 5 ADDs","","Nuclear modifier on whirl base; nuclear = +2 per pt10.",""
"Paradox Blurry Whirl","paradox-blurry-whirl","5 Policy-dependent","unresolved doctrine","fborg","1","5","False","","hedged","observational","","medium","","paradox","paradox(+1) + blurry-whirl(5?) --> 5 ADDs","Paradox applied to a blurry-whirl base. Blurry/stepping coexistence (Red 2026-05-21 Doctrine C): the 'blurry'-form name is the historically-compressed layer; the 'stepping (paradox)' reading is the later structurally-explicit layer. Both legitimate; neither supersedes the other. Naming ambiguity: 'Paradox Blurry Whirl' vs 'Paradox Stepping Paradox Whirl' — the doubled paradox in the explicit reading needs curator confirmation.","Confirm whether the explicit reading carries a doubled paradox operator.",""
"Pogo Pickup","pogo-pickup","5 Policy-dependent","unresolved doctrine","fborg","1","3","False","","hedged","observational","","low","","pogo","pogo(+0) + double-pickup(?) --> 3 ADDs","Pogo is a set per pt2+pt6 (no ADD bonus). Decomposition framing pending.","Whether pogo-pickup is a canonical trick or a no-plant variant of double-pickup.",""
