canonical_name,adds,base_trick,category,aliases,modifier_links,description,review_status,is_active,review_note
Atomic Ducking Mirage,4,ducking_mirage,compound,alpine atomsmasher|skullsmasher,atomic,Atomic-modified ducking mirage.,expert_reviewed,1,"ducking mirage(3) + atomic(1) = 4; the terminal mirage is an X-Dex receiver but this is the default (not far) form so X-Dex does not fire (no [XDEX]); corpus-confirmed by atomic_symposium_mirage and atomic_ducking_torque scoring their default receiver bases with no X-Dex; bracket-count==ADD; operational notation mirrors the atomic +1 chassis; family = terminal mirage."
Nuclear Butterfly,5,butterfly,compound,,nuclear,Nuclear-modified butterfly.,expert_reviewed,1,"butterfly(3) + nuclear(2) = 5; nuclear = paradox dex + downtime illusioning dex (+2) and carries no X-Dex; butterfly is not an X-Dex receiver and is not the Sumo (nuclear mirage) exception, so no [XDEX]; bracket-count==ADD; operational notation mirrors the canonical nuclear chassis."
reverse guay,2,guay,compound,,reverse,Guay with the dex and catch sides reversed.,expert_reviewed,1,"Family-base gap fill: ten canonical reverse-guay compounds already ship (inspinning/ducking/gyro/spinning/pixie/fairy/stepping/atomic/diving/tapping) and their notated siblings all embed the shared body SET > SAME IN [DEX] > OP INSIDE [DEL]; this row is that base. SG-attested (Far Reverse Guay; the far-qualified form stays on the positional worklist, not auto-collapsed). guay(2) direction-reversed = 2; bracket-count==ADD."
atomic reverse swirl,4,rev-swirl,compound,,atomic,Atomic-modified reverse swirl.,expert_reviewed,1,"SG-attested (frontier corpus). Chassis mirrors atomic_swirl with rev_swirl dex parity; swirl is not an X-Dex receiver so no [XDEX]. atomic(1) + rev_swirl(3) = 4; bracket-count==ADD. SAME/OP parity best-effort (curator-refinable)."
irish cream,6,mobius,compound,atomic gyro torque|tapping mobius|neutron torque,tapping,Tapping-modified mobius.,expert_reviewed,1,"Triple-attested folk name: PassBack technical name 'Atomic Gyro Torque, Tapping Mobius'; SG 'Neutron Torque (Irish Cream)' where neutron elsewhere resolves to tapping gyro (Neutron Drifter = Tapping Gyro Drifter); FM carries 6 ADD in the toe-spin-clip cluster. Primary reading tapping+mobius (majority attestation); the atomic gyro torque reading yields the identical 6. tapping(1) + mobius(5) = 6; bracket-count==ADD."
fairy weaving butterfly,5,weaving-butterfly,compound,,fairy|weaving,Fairy-modified weaving butterfly (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis copied verbatim from canonical fairy_ducking_butterfly (5) with the non-scoring (same foot) annotation; weaving compound ADD equals ducking compound ADD by the shipped ruling; bracket-count==ADD."
fairy weaving clipper,4,weaving-clipper,compound,,fairy|weaving,Fairy-modified weaving clipper stall (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical fairy_ducking_clipper (4); bracket-count==ADD."
fairy weaving mirage,4,weaving-mirage,compound,,fairy|weaving,Fairy-modified weaving mirage (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical fairy_ducking_mirage (4); bracket-count==ADD."
fairy weaving osis,5,weaving-osis,compound,,fairy|weaving,Fairy-modified weaving osis (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical fairy_ducking_osis (5); bracket-count==ADD."
pixie weaving butterfly,5,weaving-butterfly,compound,,pixie|weaving,Pixie-modified weaving butterfly (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical pixie_ducking_butterfly (5); bracket-count==ADD."
pixie weaving mirage,4,weaving-mirage,compound,,pixie|weaving,Pixie-modified weaving mirage (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical pixie_ducking_mirage (4); bracket-count==ADD."
pixie weaving osis,5,weaving-osis,compound,,pixie|weaving,Pixie-modified weaving osis (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical pixie_ducking_osis (5); bracket-count==ADD."
pixie weaving symposium mirage,5,symposium-mirage,compound,,pixie|weaving|symposium,Pixie-modified weaving symposium mirage (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical pixie_ducking_symposium_mirage (5); bracket-count==ADD."
pixie weaving whirl,5,weaving-whirl,compound,,pixie|weaving,Pixie-modified weaving whirl (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical pixie_ducking_whirl (5); bracket-count==ADD."
stepping weaving butterfly,5,weaving-butterfly,compound,,stepping|weaving,Stepping-modified weaving butterfly (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical stepping_ducking_butterfly (5); bracket-count==ADD."
stepping weaving mirage,4,weaving-mirage,compound,,stepping|weaving,Stepping-modified weaving mirage (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical stepping_ducking_mirage (4); bracket-count==ADD."
weaving symposium mirage,4,symposium-mirage,compound,,weaving|symposium,Weaving-modified symposium mirage (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical ducking_symposium_mirage (4); bracket-count==ADD."
weaving reverse guay,3,guay,compound,,weaving|reverse,Weaving-modified reverse guay (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical ducking_reverse_guay (3); bracket-count==ADD."
weaving eclipse,4,eclipse,compound,,weaving,Weaving-modified eclipse (same-foot ducking set).,expert_reviewed,1,"Weaving mirror rule: chassis from canonical ducking_eclipse (4, jump-class double-delay terminal); bracket-count==ADD."
blurry whirling swirl,6,whirling-swirl,compound,,blurry,Blurry-modified whirling swirl.,expert_reviewed,1,"Authored from the footbag.org JOB (showmove/240, 6 ADD) under the source-priority order; sibling of the canonical blurry_symposium_whirl / blurry_drifter blurry-named rows. Bracket count 6 == 6 ADD."
motion,5,motion,,double down near osis,,Two same-side outward dexes finished through a spin into a cross-body clipper delay.,expert_reviewed,1,"Registered from three convergent sources: the FootbagMoves bare Motion notation (5 brackets), the FootbagMoves Locomotion / Motion Sickness compound notations whose prefix-stripped residue is this exact body, and PassBack's technical name 'Double Down near Osis' (two out-dexes into an osis-style catch). Bracket count 5 == 5 ADD."
locomotion,6,motion,compound,,stepping,Stepping-modified motion.,expert_reviewed,1,"FootbagMoves notation (high confidence) = stepping prefix + the motion body; PassBack 'Stepping far Motion' agrees. stepping(1) + motion(5) = 6; bracket-count==ADD. World-record name resolves here on the next fresh build."
motion sickness,6,motion,compound,,spinning,Spinning-modified motion.,expert_reviewed,1,"FootbagMoves notation (high confidence) = spinning prefix + the motion body; PassBack 'Spinning far Motion' agrees. spinning(1) + motion(5) = 6; bracket-count==ADD."
dimmiest,5,paradon,compound,pixie far double down,pixie,Pixie-modified paradon.,expert_reviewed,1,"PassBack folk trick, tech name 'Pixie far Double Down', video-attested (a5PkWHdlm8U). Cell per the entry-relative down/barfly grid (toe-side set, far leg = paradon), the reading the adversarial audit validated and the shipped dolomite (= Symposium Paradon) independently corroborates. pixie(1) + paradon(4) = 5. Operational_notation backfill pending; cell refinable if the embedded-base ruling lands differently (ADD unaffected)."
spanishfly,5,barfly,compound,clipper ducking far double down,ducking,Ducking-modified barfly.,expert_reviewed,1,"PassBack folk trick, tech name 'Clipper Ducking far Double Down', video-attested (R801PtQ-LNs). Clipper set + far leg = barfly cell per the entry-relative grid. ducking(1) + barfly(4) = 5. Operational_notation backfill pending; cell refinable (ADD unaffected)."
shaft,5,down-double-down,compound,clipper near symposium double down|symposium ddd|clipper set ss symposium double over down|symposium down double down,symposium,Symposium-modified down double-down.,expert_reviewed,1,"PassBack folk trick, tech name 'Clipper near Symp. Double Down' with PB's own alt 'Symp. DDD' pinning the base. symposium(1) + down-double-down(4) = 5. Operational_notation backfill pending."
leviathon,6,barfly,compound,stepping ducking far double down|stepping ducking far double over down,stepping|ducking,Stepping-and-ducking modified barfly.,expert_reviewed,1,"PassBack folk trick, tech name 'Stepping Ducking far Double Down'; clipper entry + far leg = barfly cell per the entry-relative grid. stepping(1) + ducking(1) + barfly(4) = 6. PB-internal wobble noted (its down-component field says 'Symp. Double Down' while the tech name has no Symp). Operational_notation backfill pending; cell refinable (ADD unaffected)."
blackula,5,double-over-down,compound,toe near symposium double down|symposium dod,symposium,Symposium-modified double-over down.,expert_reviewed,1,"PassBack folk trick, tech name 'Toe near Symp. Double Down' with PB's own alt 'Symp DOD' pinning the base; toe set + near leg = DOD cell, grid-consistent. symposium(1) + double-over-down(4) = 5. Operational_notation backfill pending."
mofly,6,paradon,compound,miraging far symposium double down,symposium,Miraging-and-symposium modified paradon.,expert_reviewed,1,"PassBack folk trick, tech name '(downtime) Miraging far Symp. Double Down'. miraging(1) + symposium(1) + paradon(4) = 6; the paradon cell call is the weakest in this batch (miraging entry frame), flagged refinable (ADD unaffected). Operational_notation backfill pending."
id,6,fusion,compound,atomic ducking far double down|alpine fusion,ducking,Ducking-modified fusion.,expert_reviewed,1,"PassBack folk trick, tech name 'Atomic Ducking far Double Down' with alt 'Alpine Fusion'; alpine = ducking (nine convergent PassBack pairs), so both readings agree: ducking(1) + fusion(5) = 6. Operational_notation backfill pending."
cold fusion,6,fusion,compound,nuclear far double down|paradox fusion|geesha|nuclear double over down,paradox,Paradox-modified fusion.,expert_reviewed,1,"PassBack folk trick, tech name 'Nuclear far Double Down' with alt 'Pdx. Fusion'; the readings converge: nuclear(2) + double-down base(4) = 6 = paradox(1) + fusion(5). SG carries the same trick under 'Geesha'. Operational_notation backfill pending."
archnemesis,6,down-double-down,compound,barraging near double down,furious,Barraging-modified down double-down.,expert_reviewed,1,"PassBack folk trick, tech name 'Barraging near Double Down'; the near twin of the canonical nemesis (= barraging far double down, 6). barraging(2) + down-double-down(4) = 6. Operational_notation backfill pending."
cheese processor,7,blender,compound,surging ducking blender,spinning|stepping|ducking,Surging-and-ducking modified blender.,expert_reviewed,1,"PassBack folk trick, tech name 'Surging Ducking far Blender'; SG carries the same reading. Surging decomposes to spinning + stepping per the standing rule. surging(2) + ducking(1) + blender(4) = 7; bracket-count==ADD. FootbagMoves reads an added paradox term (Surging Ducking Paradox Blender) and lists 8; the platform follows the paradox-free reading at 7 and whether that paradox is scored is the open blurry-expansion question; single-source divergence."
irish spring,5,drifter,compound,neutron drifter|tapping gyro drifter,tapping|gyro,Tapping-and-gyro modified drifter.,expert_reviewed,1,"FootbagMoves folk trick at 5 ADD; SG 'Neutron Drifter (Irish Spring) (Tapping Gyro Drifter)' pairs the name with the reading and corroborates neutron = tapping gyro (the Irish Cream precedent). tapping(1) + gyro(1) + drifter(3) = 5; chassis = tapping prefix + the canonical gyro_drifter body; bracket-count==ADD."
moby dick,6,mobius,compound,mobiusscrew|gyro torquescrew|gyro torque screw,,Mobius with an inserted back-whirl dex (the screw).,expert_reviewed,1,"FootbagMoves folk trick with its own high-confidence notation (copied to canonical brackets); the screw insert is the +1 back-whirl dex evidenced by the FM torquescrew notation. mobius(5) + screw(1) = 6; bracket-count==ADD."
armageddon,6,eggbeater,compound,paradox miraging symposium eggbeater,paradox|symposium,Paradox-and-miraging modified symposium eggbeater.,expert_reviewed,1,"SG folk trick 'Paradox Miraging Symposium Eggbeater (Armageddon)'; the paradox-on-miraging-lead-dex placement is curator-ruled and corroborated by the FB.org paratoxic JOB (showmove/277); the pixie form (Pixie Armageddon) is separately attested. paradox(1) + miraging(1) + symposium(1) + eggbeater(3) = 6; bracket-count==ADD."
assassin same side,4,assassin,compound,assassin (ss),,Same-side configuration of assassin.,expert_reviewed,1,"Positional-mapping ruling (ss = same-side relation): the record name 'Assassin (ss)' resolves to a distinct side configuration per the configuration resolver (unique target, new config). Bracket count 4 == base ADD 4; positional change never alters ADD."
eclipse same side,3,eclipse,compound,eclipse (ss),,Same-side configuration of eclipse.,expert_reviewed,1,"Positional-mapping ruling: record name 'Eclipse (ss)' resolves to a distinct side configuration (resolver: unique target). Bracket count 3 == base ADD 3."
fairy pickup same side,3,fairy-pickup,compound,fairy pickup (ss),,Same-side configuration of fairy pickup.,expert_reviewed,1,"Positional-mapping ruling: record name 'Fairy Pickup (ss)' resolves to a distinct side configuration (resolver: unique target). Bracket count 3 == base ADD 3."
paste same side,3,paste,compound,paste (ss),,Same-side configuration of paste.,expert_reviewed,1,"Positional-mapping ruling: record name 'Paste (ss)' resolves to a distinct side configuration (resolver: unique target). Bracket count 3 == base ADD 3."
pixie double pickup same side,4,pixie-double-pickup,compound,pixie double pickup (ss),,Same-side configuration of pixie double pickup.,expert_reviewed,1,"Positional-mapping ruling: record name 'Pixie Double Pickup (ss)' resolves to a distinct side configuration (resolver: unique target). Bracket count 4 == base ADD 4."
