name,slug,heading,source,sources,parser,doctrine,ledger,ledger_sub,resolves_to,complete_trick,exec_known,decomp_known,add_derivable,actionable,question,owner,disposition
Pixie ss Pickup,pixie-ss-pickup,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Swirl,pixie-ss-swirl,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Symposium Eggbeater,pixie-ss-symposium-eggbeater,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Symposium Mirage,pixie-ss-symposium-mirage,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Torque,pixie-ss-torque,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Whirl,pixie-ss-whirl,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Wonton Butterfly (Wookie),pixie-wonton-butterfly-wookie,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie XBD Rake (Swerve),pixie-xbd-rake-swerve,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
PLO (Pixie Legover) / Toe ss DLO,plo-pixie-legover-toe-ss-dlo,Alias / duplicate archive,PB,passback,folk-name-opacity,stable,alias/A,,canon:pixie_legover,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
PS Mirage,ps-mirage,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Quantum far Butterfly,quantum-far-butterfly,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Quantum far Mirage,quantum-far-mirage,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Quantum far Torque,quantum-far-torque,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Quantum near Butterfly,quantum-near-butterfly,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Quasi Butterfly (Paradox Ripwalk),quasi-butterfly-paradox-ripwalk,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:paradox_ripwalk,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Quasi Illusion (Paradox Blizzard),quasi-illusion-paradox-blizzard,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:paradox_blizzard,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Quasi Mirage (Paradox Blur),quasi-mirage-paradox-blur,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:paradox_blur,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Quasi Symposium Whirl (Paratoxic),quasi-symposium-whirl-paratoxic,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:paratoxic,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Rasmus / Skullsmasher,rasmus-skullsmasher,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Reverse Swirling Dragon (Snapdragon),reverse-swirling-dragon-snapdragon,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Reverse Whirling Osis (Dyno),reverse-whirling-osis-dyno,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:dyno,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
S&M Smasher (Atomic Barrage),s-m-smasher-atomic-barrage,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,canon:atomic_barrage,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Sailing ss Butterfly (Sail Down),sailing-ss-butterfly-sail-down,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,alias:saildown->sailing_butterfly,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Sailing ss DLO (Fracture),sailing-ss-dlo-fracture,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,alias:fracture->sailing_double_leg_over,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Sasquatch / Warlock,sasquatch-warlock,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Scattered (Reverse Whirling),scattered-reverse-whirling,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Shattered (Reverse Whirling),shattered-reverse-whirling,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Shmoe,shmoe,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Shooting DDD (Shooting Star),shooting-ddd-shooting-star,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,blocked,,,canon:shooting_star,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Shooting Eggbeater (Red Wetter),shooting-eggbeater-red-wetter,Alias / duplicate archive,SG,stanford,,stable,,,canon:redwetter,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Slapping Butterfly (Slap Down),slapping-butterfly-slap-down,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,alias:slapdown->quantum_butterfly,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Slapping Diving Butterfly (Alpine Slap Down),slapping-diving-butterfly-alpine-slap-down,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Slapping Illusion (Slap),slapping-illusion-slap,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Slapping Legover (Toe Schmoe),slapping-legover-toe-schmoe,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Slapping Osis (Osmosis),slapping-osis-osmosis,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Slicing Infinity (Lawn Moir),slicing-infinity-lawn-moir,Alias / duplicate archive,SG,stanford,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Smear>Fairy ss [Legover/Pickup],smear-fairy-ss-legover-pickup,Alias / duplicate archive,PB,passback,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Smiling Butterfly (Smiley),smiling-butterfly-smiley,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Snapping (Dragon set Swirling),snapping-dragon-set-swirling,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Sonic (double spinning),sonic-double-spinning,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Double Down (Scorpion\u2019s Tail),spinning-double-down-scorpion-u2019s-tail,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,policy-dependent,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Double Down Swirl (Scorpion\u2019s Tail Swirl),spinning-double-down-swirl-scorpion-u2019s-tail-swirl,Alias / duplicate archive,SG,stanford,unknown-modifier-token,policy-dependent,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Ducking far Blender,spinning-ducking-far-blender,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Ducking far Whirl,spinning-ducking-far-whirl,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Ducking Pdx Mirage,spinning-ducking-pdx-mirage,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Ducking PS Mirage (Anoxia),spinning-ducking-ps-mirage-anoxia,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:anoxia,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Ducking PS Whirl (Montage),spinning-ducking-ps-whirl-montage,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:montage,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Ducking PS Whirling XBD Rake (Montage Rake),spinning-ducking-ps-whirling-xbd-rake-montage-rake,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Ducking Reverse Whirling Swivel (Black Hole ?),spinning-ducking-reverse-whirling-swivel-black-hole,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Ducking Voodoo (Wonderland),spinning-ducking-voodoo-wonderland,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning far Blender,spinning-far-blender,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning far Drifter,spinning-far-drifter,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Miraging Symposium Miraging Refraction (Anonymous),spinning-miraging-symposium-miraging-refraction-anonymous,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Motion (Motion Sickness),spinning-motion-motion-sickness,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,canon:motion_sickness,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning near Drifter,spinning-near-drifter,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Pdx DLO,spinning-pdx-dlo,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Pdx Drifter,spinning-pdx-drifter,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Pdx Illusion,spinning-pdx-illusion,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Pdx Mirage,spinning-pdx-mirage,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Pdx Whirl,spinning-pdx-whirl,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning PS Whirling Swirl (Swirlwind),spinning-ps-whirling-swirl-swirlwind,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:swirlwind,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spinning Symp Swirl,spinning-symp-swirl,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Splicing ss Blender (Liquifier),splicing-ss-blender-liquifier,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,,,canon:liquifier,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Spyro Gyro (Gyro Butterfly Swirl),spyro-gyro-gyro-butterfly-swirl,Alias / duplicate archive,FB,fborg,,stable,alias/A,,canon:gyro_butterfly_swirl,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Stepping Ducking Far Butterfly,stepping-ducking-far-butterfly,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Stepping Far Butterfly Swirl,stepping-far-butterfly-swirl,Alias / duplicate archive,MULTI,footbagmoves|passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Stepping Far Dyno,stepping-far-dyno,Alias / duplicate archive,MULTI,footbagmoves|passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Stepping far Eggbeater,stepping-far-eggbeater,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Stepping far Swirl,stepping-far-swirl,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Stepping near Butterfly Swirl,stepping-near-butterfly-swirl,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Strong side (strong),strong-side-strong,Alias / duplicate archive,PB,passback,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Super Fly XBD Rake (Super Fly Swatter),super-fly-xbd-rake-super-fly-swatter,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Superduperfly / Poisonous Toe,superduperfly-poisonous-toe,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Surfing Blender (Big Papa Smurf),surfing-blender-big-papa-smurf,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:big_papa_smurf,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Surfing ss Swivel (Serval),surfing-ss-swivel-serval,Alias / duplicate archive,SG,stanford,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Surging Blender (Margaritaville),surging-blender-margaritaville,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:margaritaville,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Surging Double Down (Venom),surging-double-down-venom,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,policy-dependent,alias/A,,canon:venom,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Surging Ducking Motion (Overdose),surging-ducking-motion-overdose,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Surging ss Osis (Nobius),surging-ss-osis-nobius,Alias / duplicate archive,SG,stanford,,stable,,,surging_same_side_osis,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Surging Superfly (Finnishfly),surging-superfly-finnishfly,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Surging Symposium Torque (Chilly Philly Sauce),surging-symposium-torque-chilly-philly-sauce,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Swirling Dragon (Spitfire),swirling-dragon-spitfire,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Swirling Osis (Reverse Twirl),swirling-osis-reverse-twirl,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Symp DOD,symp-dod,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Symp Eggbeater,symp-eggbeater,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Symp Illusion (same side),symp-illusion-same-side,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Symp Mirage,symp-mirage,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
