trick_name,source,proposed_formula,formula_status,add_status,topology_status,blocker_type,blocker_description,recommended_next_step,wave2_dependency,safe_to_publish_observationally,coverage_tier,notes
Skullsmasher,passback,"Atomic Ducking far Mirage, Alpine Atomsmasher",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Slapdown,passback,Quantum near Butterfly,approximate_formula,external_only,structurally_placed,curator_review_pending,structurally clean decomposition; curator decides on canonical promotion,curator_review_for_canonical_or_observational,false,true,tier_b_canonical_pending,Slice R canonical-gap; structurally clean; no Wave 2 dependency
Smear,passback,pixie mirage,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Smog,passback,pixie double legover,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Smoke,passback,pixie drifter,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Smudge,passback,pixie illusion,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Snowflake,passback,Drifter Rake,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Spanishfly,passback,Clipper Ducking far Double Down,approximate_formula,external_only,structurally_placed,partial_recognition,Slice R canonical-gap; some operators not in IFPA registry,curator_review_for_canonical_or_observational,false,true,tier_b_canonical_pending,Slice R canonical-gap; structurally clean; no Wave 2 dependency
Spender,passback,spinning paradox blender,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Spikehammer,passback,Stepping Ducking Mirage,approximate_formula,external_only,structurally_placed,curator_review_pending,structurally clean decomposition; curator decides on canonical promotion,curator_review_for_canonical_or_observational,false,true,tier_b_canonical_pending,Slice R canonical-gap; structurally clean; no Wave 2 dependency
Sumo,passback,nuclear mirage,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Sunilwalk,passback,Barraging near Butterfly,policy_dependent_formula,external_only,structurally_placed,wave_2_dependency,uses Wave-2 operator vocabulary (fairy/barraging/blurry),queue_post_wave2,true,true,tier_c_observational,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry)
Super Ego,passback,Atomic Ducking Blender,policy_dependent_formula,external_only,branch_family_implicit,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,hidden-branch-family candidate; Wave 2-dependent on operator boundary
Super Mario,passback,"Spinning far Symp. Torque, Symp. Marius",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Superdeeduperfly,passback,"Spinning Ducking Superfly, Alpine Superduperfly",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Superduperfly,passback,Spinning Superfly,approximate_formula,external_only,structurally_placed,partial_recognition,Slice R canonical-gap; some operators not in IFPA registry,curator_review_for_canonical_or_observational,false,true,tier_b_canonical_pending,Slice R canonical-gap; structurally clean; no Wave 2 dependency
Superfly,passback,Clipper far Symp. Double Down,exact_formula,divergent,unknown,none,covered as canonical base; structural reading is the trick itself,no_action,false,false,tier_a_canonical_exact,
Surge,passback,surging paradox mirage,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Surreal,passback,surging paradox whirl,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Swifter,passback,Stepping far Swirl,approximate_formula,external_only,structurally_placed,curator_review_pending,structurally clean decomposition; curator decides on canonical promotion,curator_review_for_canonical_or_observational,false,true,tier_b_canonical_pending,Slice R canonical-gap; structurally clean; no Wave 2 dependency
Swirl,passback,(downtime) xbd leggy out dex>ss clipper,exact_formula,divergent,unknown,none,covered as canonical base; structural reading is the trick itself,no_action,false,false,tier_a_canonical_exact,
Swirlwind,passback,"Spinning far Symp. Whirling Swirl, Whirlwind Swirl",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Swivel,passback,Symp. Twirl,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Tap,passback,atomic near mirage,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Tapdown,passback,atomic butterfly,exact_formula,divergent,structurally_placed,none,external formula matches an IFPA chain reading,no_action,false,false,tier_a_canonical_exact,
TATW/Triple ATW,passback,triple-dex ATW,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Terrage,passback,"(midtime) Toe near Barrage, double-dex ""Pixie""",exact_formula,divergent,unknown,none,covered as canonical base; structural reading is the trick itself,no_action,false,false,tier_a_canonical_exact,
Terrawhirl,passback,"Toe midtime near Whirr, Terraging near Clipper",policy_dependent_formula,unknown,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Tobius,passback,"Toe Mobius, Toe Spinning near Torque",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Toe Blur,passback,Quantum far Mirage,exact_formula,stable,unknown,none,alias of an existing IFPA canonical row,no_action,false,false,tier_a_canonical_exact,
Tomahawk,passback,ducking paradox whirl,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Tombstone,passback,Stepping near Drifter,exact_formula,divergent,unknown,none,covered as canonical base; structural reading is the trick itself,no_action,false,false,tier_a_canonical_exact,
Torch-R-Rack,passback,"Stepping far Symp. Double Down, BS Blurriest",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Torque,passback,miraging osis,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Torquescrew,passback,"Torque Dyno, (downtime) Miraging Dyno",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Toxic,passback,(downtime) Miraging far Symp. Whirl,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Triage,passback,triple-dex Mirage,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Trifly,passback,Clipper far triple-dex Butterfly,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Triple Switch,passback,triple-dex Legover,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Tripwalk,passback,stepping quantum butterfly,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Trixie,passback,"(midtime) Toe near Triage, triple-dex ""Pixie""",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
TSO,passback,triple-dex Legover,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Twirl,passback,(downtime) Twisting near Osis,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Twist,passback,Rev. Swirl,approximate_formula,external_only,structurally_placed,curator_review_pending,structurally clean decomposition; curator decides on canonical promotion,curator_review_for_canonical_or_observational,false,true,tier_b_canonical_pending,Slice R canonical-gap; structurally clean; no Wave 2 dependency
Venom,passback,surging barfly,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Vertigo,passback,Clipper Ducking far Drifter,policy_dependent_formula,external_only,branch_family_implicit,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,hidden-branch-family candidate; Wave 2-dependent on operator boundary
Void,passback,Spinning far Drifter,policy_dependent_formula,external_only,branch_family_implicit,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,hidden-branch-family candidate; Wave 2-dependent on operator boundary
Voodoo,passback,"Clipper far (downtime) Miraging Symp. Mirage, Pdx. Merlin",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Vortex,passback,gyro drifter,exact_formula,divergent,unknown,none,stable curator-approved chain reading,no_action,false,false,tier_a_canonical_exact,
Walkover,passback,"Inside Stall>place foot on ground>step over into Clipper, or reverse direction",observational_formula,unknown,unknown,partial_vocabulary_recognition,"some tokens IFPA-unrecognized: inside,stall,place",curator_review_for_observational_listing,false,false,tier_c_observational,no Slice R classification; structural fit unclear
Warp,passback,"Warping Mirage, (uptime) Symp. Illusioning Illusioning Mirage, (uptime) Symp. Eggbeating Mirage",policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Wauxspin,passback,Butterfly Gyro Toe,policy_dependent_formula,unknown,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
Whale Tail,passback,Gryo DLO,policy_dependent_formula,external_only,unknown,wave_2_dependency,Slice R flagged pending_red,queue_post_wave2,true,true,tier_c_observational,uses external vocabulary IFPA does not recognize
